date,investment_amount,stock_selection,returns_amount
2016-03-29,7794.878259119736,"['TSLA', 'FB', 'DIS']",55.97517554212209
2016-03-30,7856.283386589043,"['AAPL', 'FB', 'V']",61.405127469307445
2016-03-31,7843.017225251044,"['AAPL', 'DIS', 'V']",-13.26616133799962
2016-04-01,7941.76978864173,"['TSLA', 'MSFT', 'DIS']",98.75256339068619
2016-04-04,7974.633253080907,"['TSLA', 'FB', 'V']",32.86346443917682
2016-04-05,8005.188308104647,"['AAPL', 'TSLA', 'V']",30.55505502374035
2016-04-06,8135.6845126732915,"['TSLA', 'JNJ', 'INTC']",130.49620456864432
2016-04-07,8028.183317950399,"['TSLA', 'FB', 'V']",-107.50119472289225
2016-04-08,7959.386332678197,"['JNJ', 'BAC', 'FB']",-68.79698527220262
2016-04-11,7969.25539085954,"['JPM', 'DIS', 'V']",9.869058181343462
2016-04-12,8114.593715734937,"['JPM', 'AAPL', 'BAC']",145.33832487539712
2016-04-13,8210.516983270909,"['AAPL', 'DIS', 'FB']",95.92326753597172
2016-04-14,8193.85709215045,"['JPM', 'TSLA', 'DIS']",-16.65989112045827
2016-04-15,8124.367683636455,"['JPM', 'FB', 'V']",-69.48940851399584
2016-04-18,8175.515870702507,"['MSFT', 'TSLA', 'JNJ']",51.14818706605183
2016-04-19,8228.645049207698,"['DIS', 'FB', 'V']",53.1291785051917
2016-04-20,8270.564221926385,"['JNJ', 'DIS', 'FB']",41.91917271868624
2016-04-21,8224.327659478746,"['JPM', 'TSLA', 'JNJ']",-46.23656244763879
2016-04-22,7952.1039321137,"['MSFT', 'FB', 'JNJ']",-272.2237273650462
2016-04-25,7937.046582684221,"['JPM', 'TSLA', 'DIS']",-15.057349429478563
2016-04-26,7897.141377689644,"['JNJ', 'DIS', 'MSFT']",-39.90520499457671
2016-04-27,7891.089094348008,"['TSLA', 'V', 'DIS']",-6.052283341636212
2016-04-28,7770.768069253234,"['DIS', 'V', 'INTC']",-120.32102509477409
2016-04-29,7740.137062852564,"['JNJ', 'BAC', 'FB']",-30.63100640067023
2016-05-02,7837.356942243616,"['MSFT', 'BAC', 'FB']",97.21987939105202
2016-05-03,7678.127367178537,"['DIS', 'TSLA', 'V']",-159.2295750650792
2016-05-04,7619.574667782392,"['AAPL', 'JNJ', 'INTC']",-58.55269939614482
2016-05-05,7648.630727591131,"['MSFT', 'DIS', 'FB']",29.05605980873952
2016-05-06,7672.154631912866,"['DIS', 'JNJ', 'V']",23.523904321734335
2016-05-09,7590.44660994026,"['TSLA', 'FB', 'DIS']",-81.70802197260582
2016-05-10,7660.461247031621,"['AAPL', 'JNJ', 'V']",70.01463709136078
2016-05-11,7479.608294537659,"['DIS', 'FB', 'V']",-180.8529524939613
2016-05-12,7457.146825385,"['TSLA', 'MSFT', 'INTC']",-22.461469152659447
2016-05-13,7392.855336433098,"['MSFT', 'FB', 'V']",-64.29148895190156
2016-05-16,7531.945466181115,"['AAPL', 'TSLA', 'INTC']",139.0901297480168
2016-05-17,7475.539859676977,"['AAPL', 'JNJ', 'V']",-56.40560650413772
2016-05-18,7721.187597642267,"['JPM', 'AAPL', 'BAC']",245.6477379652897
2016-05-19,7734.505340118285,"['JPM', 'AAPL', 'TSLA']",13.317742476017884
2016-05-20,7838.714739130524,"['BAC', 'TSLA', 'INTC']",104.20939901223937
2016-05-23,7808.047329180828,"['AAPL', 'TSLA', 'DIS']",-30.667409949696776
2016-05-24,7963.476876093167,"['JPM', 'AAPL', 'INTC']",155.4295469123399
2016-05-25,7977.40432245159,"['TSLA', 'FB', 'V']",13.927446358422458
2016-05-26,8045.694856384331,"['JPM', 'AAPL', 'TSLA']",68.2905339327408
2016-05-27,8017.292497028568,"['AAPL', 'TSLA', 'FB']",-28.40235935576311
2016-05-31,7999.359066849987,"['DIS', 'MSFT', 'V']",-17.933430178580238
2016-06-01,7953.883403386617,"['TSLA', 'MSFT', 'INTC']",-45.47566346337044
2016-06-02,7997.431410497178,"['JPM', 'BAC', 'V']",43.54800711056123
2016-06-03,8004.194828062391,"['DIS', 'JNJ', 'V']",6.763417565212876
2016-06-06,8067.612171224598,"['AAPL', 'TSLA', 'JNJ']",63.417343162206635
2016-06-07,8219.677880774512,"['AAPL', 'TSLA', 'JNJ']",152.06570954991457
2016-06-08,8255.547730420465,"['AAPL', 'TSLA', 'INTC']",35.869849645952854
2016-06-09,8174.380714578584,"['TSLA', 'FB', 'V']",-81.16701584188104
2016-06-10,8107.605959666149,"['FB', 'AAPL', 'JNJ']",-66.77475491243513
2016-06-13,8043.144333219917,"['MSFT', 'JNJ', 'INTC']",-64.461626446232
2016-06-14,8071.026567766512,"['DIS', 'JNJ', 'INTC']",27.8822345465951
2016-06-15,8043.204765932568,"['JNJ', 'DIS', 'FB']",-27.821801833943937
2016-06-16,8050.823917687343,"['BAC', 'JPM', 'TSLA']",7.619151754774975
2016-06-17,7945.612148226382,"['AAPL', 'TSLA', 'MSFT']",-105.21176946096148
2016-06-20,8022.723405281565,"['BAC', 'DIS', 'INTC']",77.11125705518316
2016-06-21,7993.223565371584,"['TSLA', 'JNJ', 'DIS']",-29.499839909980437
2016-06-22,7961.864438783452,"['FB', 'AAPL', 'MSFT']",-31.359126588132312
2016-06-23,8124.213919974668,"['BAC', 'JNJ', 'INTC']",162.349481191216
2016-06-24,7755.387714921317,"['JPM', 'FB', 'V']",-368.82620505335126
2016-06-27,7544.885917616051,"['BAC', 'JNJ', 'INTC']",-210.50179730526543
2016-06-28,7660.655153428307,"['TSLA', 'JNJ', 'INTC']",115.76923581225583
2016-06-29,7853.713881829561,"['TSLA', 'FB', 'V']",193.05872840125357
2016-06-30,7832.2815055154315,"['JPM', 'TSLA', 'V']",-21.432376314129215
2016-07-01,7891.886309020746,"['AAPL', 'TSLA', 'JNJ']",59.60480350531452
2016-07-05,7843.28687102201,"['AAPL', 'TSLA', 'V']",-48.59943799873599
2016-07-06,7840.569901056146,"['MSFT', 'JNJ', 'V']",-2.7169699658643367
2016-07-07,7856.383728425793,"['JPM', 'DIS', 'FB']",15.813827369647697
2016-07-08,7965.900698702908,"['TSLA', 'V', 'DIS']",109.51697027711452
2016-07-11,7993.239358651639,"['DIS', 'FB', 'V']",27.33865994873122
2016-07-12,8032.847598907246,"['JPM', 'TSLA', 'FB']",39.60824025560669
2016-07-13,8045.558229214037,"['JPM', 'MSFT', 'V']",12.710630306791245
2016-07-14,8075.564668275516,"['JNJ', 'MSFT', 'INTC']",30.006439061478886
2016-07-15,8083.322937322449,"['JPM', 'AAPL', 'V']",7.758269046933492
2016-07-18,8163.193587759437,"['JPM', 'BAC', 'V']",79.87065043698749
2016-07-19,8180.643394178605,"['AAPL', 'TSLA', 'FB']",17.449806419168453
2016-07-20,8230.036188529733,"['FB', 'JNJ', 'V']",49.39279435112803
2016-07-21,8100.738105605315,"['FB', 'TSLA', 'MSFT']",-129.29808292441885
2016-07-22,8156.2252267330205,"['MSFT', 'BAC', 'JNJ']",55.487121127705905
2016-07-25,8225.58634086584,"['TSLA', 'MSFT', 'V']",69.36111413282015
2016-07-26,8211.833498589589,"['MSFT', 'TSLA', 'FB']",-13.752842276251613
2016-07-27,8191.776890332518,"['JPM', 'JNJ', 'INTC']",-20.056608257071275
2016-07-28,8255.6321107582,"['JPM', 'AAPL', 'FB']",63.855220425683
2016-07-29,8278.747642315027,"['AAPL', 'TSLA', 'FB']",23.11553155682668
2016-08-01,8221.44378784623,"['MSFT', 'TSLA', 'JNJ']",-57.303854468797
2016-08-02,8154.677570487607,"['AAPL', 'FB', 'V']",-66.76621735862318
2016-08-03,8231.478391752677,"['JPM', 'MSFT', 'V']",76.80082126506932
2016-08-04,8217.62908060489,"['JPM', 'AAPL', 'DIS']",-13.849311147787375
2016-08-05,8250.887008941847,"['TSLA', 'FB', 'V']",33.257928336957775
2016-08-08,8267.781977219696,"['JPM', 'AAPL', 'FB']",16.89496827784933
2016-08-09,8281.216527654553,"['MSFT', 'AAPL', 'FB']",13.434550434856646
2016-08-10,8253.31660234572,"['AAPL', 'TSLA', 'DIS']",-27.89992530883319
2016-08-11,8273.206673407969,"['MSFT', 'DIS', 'JNJ']",19.890071062249262
2016-08-12,8240.481146223017,"['MSFT', 'JNJ', 'V']",-32.725527184951716
2016-08-15,8293.511276779987,"['BAC', 'AAPL', 'TSLA']",53.03013055697011
2016-08-16,8287.14874181887,"['JPM', 'AAPL', 'V']",-6.36253496111749
2016-08-17,8276.167505274356,"['JPM', 'BAC', 'INTC']",-10.981236544514104
2016-08-18,8233.095077911103,"['JNJ', 'FB', 'V']",-43.072427363253155
2016-08-19,8248.597777526129,"['JPM', 'TSLA', 'MSFT']",15.502699615026359
2016-08-22,8211.294117742345,"['AAPL', 'TSLA', 'INTC']",-37.30365978378359
2016-08-23,8210.461413258521,"['FB', 'INTC', 'V']",-0.8327044838242728
2016-08-24,8146.094554094358,"['AAPL', 'TSLA', 'JNJ']",-64.36685916416354
2016-08-25,8184.2657816463925,"['JPM', 'BAC', 'MSFT']",38.17122755203491
2016-08-26,8246.934737315743,"['MSFT', 'BAC', 'FB']",62.66895566935091
2016-08-29,8310.719500371379,"['JNJ', 'BAC', 'FB']",63.78476305563527
2016-08-30,8307.757384253111,"['JNJ', 'FB', 'JPM']",-2.9621161182676587
2016-08-31,8302.822052875936,"['JPM', 'BAC', 'V']",-4.9353313771753164
2016-09-01,8167.215546239671,"['TSLA', 'FB', 'INTC']",-135.60650663626438
2016-09-02,8219.944867686525,"['AAPL', 'MSFT', 'V']",52.729321446853646
2016-09-06,8306.630965217219,"['AAPL', 'FB', 'V']",86.68609753069359
2016-09-07,8343.335324469292,"['TSLA', 'FB', 'V']",36.70435925207312
2016-09-08,8244.87147266155,"['AAPL', 'FB', 'V']",-98.46385180774087
2016-09-09,8150.777973187348,"['BAC', 'JPM', 'DIS']",-94.09349947420287
2016-09-12,8244.173425876474,"['JPM', 'BAC', 'INTC']",93.3954526891257
2016-09-13,8242.639486837947,"['AAPL', 'TSLA', 'V']",-1.5339390385270235
2016-09-14,8324.907574344776,"['AAPL', 'BAC', 'INTC']",82.26808750682903
2016-09-15,8488.50386294891,"['AAPL', 'TSLA', 'FB']",163.59628860413432
2016-09-16,8545.865372261052,"['AAPL', 'TSLA', 'MSFT']",57.361509312142516
2016-09-19,8511.065933714017,"['TSLA', 'FB', 'INTC']",-34.79943854703561
2016-09-20,8498.233358812915,"['JPM', 'TSLA', 'V']",-12.832574901101907
2016-09-21,8520.419476901085,"['JPM', 'DIS', 'JNJ']",22.18611808816968
2016-09-22,8539.566417033311,"['MSFT', 'FB', 'JNJ']",19.14694013222652
2016-09-23,8501.93145164071,"['AAPL', 'TSLA', 'DIS']",-37.63496539260086
2016-09-26,8382.503556330035,"['BAC', 'JPM', 'TSLA']",-119.42789531067501
2016-09-27,8382.218981882257,"['BAC', 'AAPL', 'TSLA']",-0.2845744477781409
2016-09-28,8401.78466218714,"['JNJ', 'MSFT', 'FB']",19.565680304882335
2016-09-29,8298.135244129106,"['AAPL', 'FB', 'V']",-103.64941805803392
2016-09-30,8451.348452899982,"['BAC', 'INTC', 'DIS']",153.213208770876
2016-10-03,8570.25643687649,"['JPM', 'TSLA', 'DIS']",118.90798397650906
2016-10-04,8527.016797395187,"['FB', 'TSLA', 'JNJ']",-43.23963948130404
2016-10-05,8630.560639229747,"['JPM', 'AAPL', 'BAC']",103.54384183456023
2016-10-06,8644.613996560856,"['JPM', 'INTC', 'V']",14.05335733110951
2016-10-07,8643.956883990031,"['AAPL', 'DIS', 'FB']",-0.6571125708251202
2016-10-10,8707.831732356688,"['FB', 'JNJ', 'JPM']",63.874848366656806
2016-10-11,8671.497072239647,"['AAPL', 'TSLA', 'FB']",-36.334660117041494
2016-10-12,8675.37463199901,"['JPM', 'AAPL', 'BAC']",3.8775597593630664
2016-10-13,8655.38607101024,"['AAPL', 'TSLA', 'JNJ']",-19.988560988769677
2016-10-14,8701.111314571193,"['MSFT', 'JNJ', 'INTC']",45.72524356095346
2016-10-17,8678.483278807713,"['AAPL', 'MSFT', 'V']",-22.62803576348051
2016-10-18,8639.169159241646,"['AAPL', 'BAC', 'JNJ']",-39.31411956606644
2016-10-19,8765.81908010253,"['JPM', 'TSLA', 'FB']",126.64992086088387
2016-10-20,8688.390747205325,"['TSLA', 'FB', 'V']",-77.42833289720511
2016-10-21,8703.044236025708,"['BAC', 'DIS', 'JNJ']",14.653488820382336
2016-10-24,8833.492464513223,"['FB', 'TSLA', 'MSFT']",130.44822848751573
2016-10-25,8805.03884276646,"['FB', 'TSLA', 'MSFT']",-28.45362174676302
2016-10-26,8737.145194896275,"['MSFT', 'AAPL', 'JNJ']",-67.8936478701853
2016-10-27,8786.850006628974,"['JPM', 'DIS', 'JNJ']",49.704811732699454
2016-10-28,8714.185678888553,"['TSLA', 'JNJ', 'DIS']",-72.66432774042187
2016-10-31,8728.663393595234,"['FB', 'INTC', 'V']",14.477714706681581
2016-11-01,8668.79167671435,"['JPM', 'JNJ', 'V']",-59.87171688088347
2016-11-02,8616.147179392254,"['JPM', 'BAC', 'MSFT']",-52.64449732209687
2016-11-03,8551.071663838047,"['AAPL', 'BAC', 'INTC']",-65.0755155542065
2016-11-04,8514.719389495998,"['DIS', 'JNJ', 'V']",-36.352274342048986
2016-11-07,8625.314142155381,"['JNJ', 'TSLA', 'FB']",110.59475265938272
2016-11-08,8670.122159614286,"['JPM', 'TSLA', 'V']",44.80801745890494
2016-11-09,8568.894634066277,"['AAPL', 'TSLA', 'FB']",-101.227525548009
2016-11-10,8808.762011820028,"['JPM', 'BAC', 'JNJ']",239.8673777537515
2016-11-11,8935.093656359963,"['JPM', 'BAC', 'DIS']",126.33164453993413
2016-11-14,8755.393623804626,"['AAPL', 'TSLA', 'DIS']",-179.7000325553363
2016-11-15,8754.958120511303,"['JPM', 'BAC', 'DIS']",-0.4355032933235634
2016-11-16,8814.55316509945,"['AAPL', 'TSLA', 'FB']",59.595044588148085
2016-11-17,8857.21902028194,"['AAPL', 'DIS', 'V']",42.665855182489395
2016-11-18,8771.850839779761,"['TSLA', 'FB', 'V']",-85.3681805021788
2016-11-21,8866.972529479432,"['AAPL', 'BAC', 'INTC']",95.12168969967024
2016-11-22,8797.863300081284,"['AAPL', 'FB', 'V']",-69.10922939814736
2016-11-23,8817.263790652793,"['JPM', 'TSLA', 'INTC']",19.40049057150827
2016-11-25,8886.309109531743,"['JPM', 'TSLA', 'DIS']",69.04531887895064
2016-11-28,8813.55752400643,"['TSLA', 'JNJ', 'V']",-72.7515855253132
2016-11-29,8841.056174011348,"['DIS', 'MSFT', 'INTC']",27.49865000491809
2016-11-30,8811.735998187918,"['JPM', 'DIS', 'FB']",-29.320175823429963
2016-12-01,8807.315898584506,"['JPM', 'BAC', 'TSLA']",-4.420099603412382
2016-12-02,8778.915933975735,"['JPM', 'BAC', 'JNJ']",-28.39996460877046
2016-12-05,8777.060752397581,"['AAPL', 'JNJ', 'INTC']",-1.8551815781538608
2016-12-06,8751.623291611422,"['TSLA', 'FB', 'V']",-25.437460786159136
2016-12-07,8832.06823794589,"['JPM', 'AAPL', 'DIS']",80.44494633446811
2016-12-08,8800.576559772913,"['TSLA', 'MSFT', 'V']",-31.491678172977117
2016-12-09,8903.205122503356,"['JPM', 'AAPL', 'DIS']",102.62856273044235
2016-12-12,8945.587317692742,"['AAPL', 'DIS', 'JNJ']",42.38219518938604
2016-12-13,9116.728905540069,"['TSLA', 'JNJ', 'INTC']",171.14158784732717
2016-12-14,9122.484667467124,"['AAPL', 'TSLA', 'FB']",5.755761927055573
2016-12-15,9181.159078088562,"['BAC', 'TSLA', 'DIS']",58.674410621437346
2016-12-16,9147.137506572148,"['JPM', 'AAPL', 'JNJ']",-34.02157151641404
2016-12-19,9172.050486511205,"['AAPL', 'TSLA', 'JNJ']",24.91297993905755
2016-12-20,9180.977191750877,"['AAPL', 'DIS', 'MSFT']",8.926705239671719
2016-12-21,9153.865093369273,"['JPM', 'TSLA', 'INTC']",-27.112098381603573
2016-12-22,9134.671725415428,"['JPM', 'AAPL', 'DIS']",-19.193367953845154
2016-12-23,9225.42400761829,"['JPM', 'TSLA', 'JNJ']",90.75228220286226
2016-12-27,9321.19226147169,"['TSLA', 'JNJ', 'V']",95.76825385339907
2016-12-28,9282.217420579831,"['AAPL', 'TSLA', 'FB']",-38.97484089185855
2016-12-29,9166.429811074104,"['BAC', 'TSLA', 'V']",-115.78760950572723
2016-12-30,9136.993994024418,"['DIS', 'JNJ', 'V']",-29.435817049685284
2017-01-03,9246.08600964345,"['JPM', 'BAC', 'JNJ']",109.09201561903137
2017-01-04,9475.898555153286,"['TSLA', 'FB', 'DIS']",229.81254550983613
2017-01-05,9523.487612286195,"['TSLA', 'FB', 'DIS']",47.58905713290915
2017-01-06,9624.202653097793,"['JNJ', 'FB', 'V']",100.71504081159765
2017-01-09,9676.483533945731,"['TSLA', 'FB', 'DIS']",52.28088084793853
2017-01-10,9645.868620194147,"['AAPL', 'TSLA', 'FB']",-30.614913751584027
2017-01-11,9705.546575894836,"['JPM', 'AAPL', 'BAC']",59.67795570068847
2017-01-12,9649.175131145203,"['AAPL', 'DIS', 'FB']",-56.371444749633156
2017-01-13,9806.620979170231,"['JNJ', 'TSLA', 'FB']",157.44584802502868
2017-01-17,9762.091556661511,"['TSLA', 'FB', 'DIS']",-44.52942250872002
2017-01-18,9770.219381253486,"['AAPL', 'JNJ', 'V']",8.127824591974786
2017-01-19,9804.77795387505,"['BAC', 'JPM', 'TSLA']",34.558572621563144
2017-01-20,9838.139031137867,"['BAC', 'TSLA', 'V']",33.36107726281807
2017-01-23,9889.335569403533,"['TSLA', 'MSFT', 'DIS']",51.19653826566537
2017-01-24,10019.275298380486,"['TSLA', 'FB', 'V']",129.93972897695312
2017-01-25,10095.965577021434,"['JPM', 'TSLA', 'V']",76.69027864094824
2017-01-26,10159.061647879655,"['JPM', 'AAPL', 'FB']",63.09607085822063
2017-01-27,10230.347130407295,"['JPM', 'MSFT', 'FB']",71.28548252764085
2017-01-30,10240.298452384104,"['JNJ', 'DIS', 'MSFT']",9.951321976808686
2017-01-31,10194.622434045741,"['DIS', 'JNJ', 'V']",-45.676018338363065
2017-02-01,10364.962561985682,"['AAPL', 'TSLA', 'JNJ']",170.34012793994043
2017-02-02,10275.661149099498,"['AAPL', 'DIS', 'FB']",-89.30141288618324
2017-02-03,10284.181475338059,"['TSLA', 'JNJ', 'INTC']",8.520326238560301
2017-02-06,10233.081233270968,"['JPM', 'BAC', 'V']",-51.10024206709022
2017-02-07,10256.024781768641,"['AAPL', 'TSLA', 'FB']",22.943548497672964
2017-02-08,10269.691898381006,"['AAPL', 'JNJ', 'INTC']",13.667116612365135
2017-02-09,10385.897455038568,"['AAPL', 'TSLA', 'FB']",116.20555665756183
2017-02-10,10370.49982380237,"['JPM', 'AAPL', 'TSLA']",-15.397631236197412
2017-02-13,10407.822249861256,"['FB', 'JNJ', 'V']",37.32242605888496
2017-02-14,10513.041590981771,"['JPM', 'AAPL', 'TSLA']",105.21934112051531
2017-02-15,10561.297167604353,"['JPM', 'AAPL', 'DIS']",48.25557662258143
2017-02-16,10580.170812040571,"['JPM', 'JNJ', 'V']",18.873644436218456
2017-02-17,10574.592584841403,"['FB', 'DIS', 'JNJ']",-5.578227199168396
2017-02-21,10690.581471782294,"['AAPL', 'TSLA', 'JNJ']",115.98888694089146
2017-02-22,10647.255254317864,"['AAPL', 'TSLA', 'JNJ']",-43.32621746442965
2017-02-23,10599.85693914032,"['AAPL', 'DIS', 'FB']",-47.398315177544646
2017-02-24,10663.355687512823,"['MSFT', 'JNJ', 'V']",63.49874837250354
2017-02-27,10501.943575042758,"['TSLA', 'JNJ', 'DIS']",-161.41211247006504
2017-02-28,10496.823363065818,"['AAPL', 'BAC', 'FB']",-5.120211976940482
2017-03-01,10739.190673262561,"['BAC', 'JPM', 'TSLA']",242.36731019674335
2017-03-02,10644.905724668399,"['JPM', 'AAPL', 'FB']",-94.28494859416242
2017-03-03,10663.95072114917,"['TSLA', 'JNJ', 'INTC']",19.04499648077035
2017-03-06,10629.460401224427,"['AAPL', 'TSLA', 'DIS']",-34.490319924741925
2017-03-07,10638.313698362286,"['MSFT', 'FB', 'V']",8.853297137859045
2017-03-08,10606.627818237293,"['AAPL', 'DIS', 'INTC']",-31.685880124992764
2017-03-09,10658.53840224128,"['FB', 'MSFT', 'JNJ']",51.910584003986514
2017-03-10,10668.756114557735,"['FB', 'JNJ', 'JPM']",10.217712316454708
2017-03-13,10706.104949938253,"['AAPL', 'FB', 'V']",37.34883538051872
2017-03-14,10895.725848632655,"['TSLA', 'FB', 'DIS']",189.62089869440206
2017-03-15,10904.141976281848,"['TSLA', 'JNJ', 'DIS']",8.416127649192276
2017-03-16,10903.025181137544,"['FB', 'AAPL', 'JNJ']",-1.1167951443039783
2017-03-17,10873.420490486147,"['AAPL', 'TSLA', 'FB']",-29.604690651396595
2017-03-20,10850.640334239704,"['MSFT', 'INTC', 'V']",-22.780156246442857
2017-03-21,10623.198971639005,"['AAPL', 'DIS', 'TSLA']",-227.441362600699
2017-03-22,10674.22022743932,"['JNJ', 'MSFT', 'INTC']",51.021255800314975
2017-03-23,10656.901933319707,"['AAPL', 'TSLA', 'FB']",-17.31829411961371
2017-03-24,10674.628182969816,"['BAC', 'DIS', 'V']",17.72624965010982
2017-03-27,10760.005245828452,"['TSLA', 'FB', 'V']",85.37706285863533
2017-03-28,10873.361951161947,"['TSLA', 'JNJ', 'DIS']",113.35670533349548
2017-03-29,10903.268161592616,"['AAPL', 'TSLA', 'FB']",29.90621043066858
2017-03-30,10905.685110016739,"['MSFT', 'AAPL', 'FB']",2.416948424122893
2017-03-31,10868.8110634674,"['JPM', 'DIS', 'TSLA']",-36.874046549339255
2017-04-03,11135.006083522348,"['TSLA', 'INTC', 'DIS']",266.19502005494905
2017-04-04,11160.973119217859,"['TSLA', 'FB', 'V']",25.967035695510276
2017-04-05,10987.400727355409,"['JPM', 'AAPL', 'TSLA']",-173.57239186244988
2017-04-06,10979.648526486757,"['JNJ', 'FB', 'V']",-7.752200868651926
2017-04-07,11010.197984794851,"['JPM', 'TSLA', 'JNJ']",30.549458308094472
2017-04-10,11097.876994847857,"['TSLA', 'MSFT', 'INTC']",87.67901005300519
2017-04-11,11024.50636705921,"['TSLA', 'FB', 'V']",-73.37062778864674
2017-04-12,11002.469778451352,"['DIS', 'MSFT', 'V']",-22.036588607857993
2017-04-13,10976.271984900703,"['AAPL', 'DIS', 'JNJ']",-26.197793550649294
2017-04-17,11002.907262411816,"['TSLA', 'V', 'DIS']",26.6352775111136
2017-04-18,10957.80891771398,"['JPM', 'FB', 'V']",-45.09834469783709
2017-04-19,10958.717539619738,"['DIS', 'V', 'INTC']",0.9086219057589915
2017-04-20,10989.478445114491,"['TSLA', 'FB', 'INTC']",30.760905494753388
2017-04-21,10982.04964074181,"['AAPL', 'FB', 'V']",-7.428804372681043
2017-04-24,11116.795180114797,"['TSLA', 'MSFT', 'INTC']",134.74553937298697
2017-04-25,11244.256450211122,"['JPM', 'TSLA', 'FB']",127.46127009632437
2017-04-26,11215.824581773924,"['TSLA', 'FB', 'DIS']",-28.43186843719741
2017-04-27,11196.529065344377,"['JPM', 'DIS', 'JNJ']",-19.295516429547206
2017-04-28,11143.721102460888,"['MSFT', 'FB', 'INTC']",-52.80796288348938
2017-05-01,11353.510590241294,"['MSFT', 'TSLA', 'FB']",209.7894877804065
2017-05-02,11339.277085810185,"['AAPL', 'TSLA', 'FB']",-14.233504431109395
2017-05-03,11352.758797035942,"['AAPL', 'INTC', 'V']",13.481711225756953
2017-05-04,11356.541530304694,"['JPM', 'BAC', 'INTC']",3.782733268752054
2017-05-05,11317.095604258795,"['JPM', 'JNJ', 'V']",-39.44592604589889
2017-05-08,11386.268740713398,"['AAPL', 'TSLA', 'DIS']",69.17313645460308
2017-05-09,11399.173181367478,"['AAPL', 'BAC', 'FB']",12.904440654079735
2017-05-10,11346.286641756054,"['AAPL', 'TSLA', 'DIS']",-52.88653961142336
2017-05-11,11263.56997416561,"['JPM', 'TSLA', 'MSFT']",-82.71666759044456
2017-05-12,11318.494210109922,"['AAPL', 'BAC', 'JNJ']",54.924235944312386
2017-05-15,11225.443142790005,"['AAPL', 'TSLA', 'V']",-93.05106731991691
2017-05-16,11256.782672112882,"['JPM', 'JNJ', 'V']",31.339529322876842
2017-05-17,10991.127160997901,"['JNJ', 'TSLA', 'MSFT']",-265.655511114981
2017-05-18,11016.628207425605,"['JNJ', 'V', 'INTC']",25.50104642770384
2017-05-19,11012.936288045672,"['AAPL', 'TSLA', 'FB']",-3.691919379933097
2017-05-22,11046.174652023796,"['JPM', 'DIS', 'V']",33.23836397812374
2017-05-23,11075.706972747841,"['AAPL', 'MSFT', 'V']",29.53232072404535
2017-05-24,11106.186711758639,"['JPM', 'BAC', 'V']",30.479739010797857
2017-05-25,11241.422864771426,"['TSLA', 'FB', 'V']",135.23615301278733
2017-05-26,11362.19676409201,"['MSFT', 'TSLA', 'FB']",120.77389932058395
2017-05-30,11500.131970230466,"['TSLA', 'MSFT', 'DIS']",137.93520613845612
2017-05-31,11513.562390484993,"['FB', 'TSLA', 'MSFT']",13.430420254526325
2017-06-01,11529.070880922678,"['TSLA', 'JNJ', 'V']",15.508490437685396
2017-06-02,11605.383017783399,"['JPM', 'AAPL', 'JNJ']",76.31213686072078
2017-06-05,11596.09295889919,"['MSFT', 'AAPL', 'FB']",-9.29005888420943
2017-06-06,11640.045119193943,"['TSLA', 'MSFT', 'V']",43.95216029475341
2017-06-07,11735.558614809337,"['AAPL', 'TSLA', 'JNJ']",95.51349561539428
2017-06-08,11887.050734302977,"['JPM', 'AAPL', 'TSLA']",151.49211949363962
2017-06-09,11714.138396209293,"['JPM', 'TSLA', 'FB']",-172.9123380936835
2017-06-12,11776.142245997838,"['JPM', 'DIS', 'JNJ']",62.00384978854527
2017-06-13,11949.715637495012,"['TSLA', 'JNJ', 'DIS']",173.57339149717336
2017-06-14,11998.3060577097,"['TSLA', 'FB', 'V']",48.59042021468849
2017-06-15,11902.292577596007,"['TSLA', 'JNJ', 'V']",-96.01348011369373
2017-06-16,11912.527774501797,"['DIS', 'JNJ', 'INTC']",10.235196905790872
2017-06-19,12012.38639614098,"['FB', 'MSFT', 'JNJ']",99.85862163918318
